,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,regional_sales_label,interval_years_2020,gloabl_sales_log,cluster_label
4483,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,36.0,8.4,17.0,Traveller's Tales,T,,0.75,0.3771200115693561,7
4484,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43,,,,,,,JP,0.5,0.3771200115693561,25
4485,Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,LucasArts,0.19,0.18,0.0,0.07,0.43,43.0,22.0,5.3,16.0,"LucasArts, Krome Studios",T,NA&EU,0.75,0.3771200115693561,9
4486,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,8.8,19.0,EA Sports,E,,0.625,0.3771200115693561,11
4487,Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,51.0,7.0,3.6,16.0,Argonaut Games,E,NA&EU,0.625,0.3771200115693561,15
4488,Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,,,JP&NA,1.0,0.3771200115693561,20
4489,DanceStar Party,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.34,0.0,0.1,0.43,,,,,,,EU,0.875,0.3771200115693561,12
4490,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,26.0,7.5,100.0,CyberConnect2,T,NA&EU,0.875,0.3771200115693561,9
4491,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.43,43.0,31.0,5.5,49.0,Artificial Mind and Movement,T,NA&EU,0.875,0.3771200115693561,9
4492,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76.0,5.0,8.1,8.0,989 Sports,E,NA&EU,0.625,0.3771200115693561,26
4493,Deadpool,X360,2013.0,Action,Activision,0.26,0.13,0.0,0.04,0.43,62.0,49.0,7.4,368.0,High Moon Studios,M,NA&EU,0.875,0.3771200115693561,9
4494,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,25.0,7.1,36.0,TT Games,E10+,NA&EU,0.875,0.3771200115693561,14
4495,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0,SCEA San Diego Studios,E,,0.875,0.3771200115693561,11
4496,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77.0,32.0,8.4,93.0,"Capcom, Pipeworks Software, Inc.",M,NA&EU,0.875,0.3771200115693561,14
4497,Hyperdimension Neptunia,PS3,2010.0,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45.0,31.0,7,148.0,"Idea Factory, Compile Heart",T,NA&EU,0.875,0.3771200115693561,5
4498,TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,81.0,23.0,8,40.0,Free Radical Design,T,NA&EU,0.625,0.3771200115693561,5
4499,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,,,,,,,0.125,0.3771200115693561,13
4500,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,51.0,7.0,8.1,28.0,Kamui,T,NA&EU,0.625,0.3771200115693561,1
4501,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,,,,,,,,0.625,0.3771200115693561,17
4502,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81.0,17.0,8.6,18.0,Inti,E,JP&NA,0.625,0.3771200115693561,8
4503,My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.4,0.0,0.0,0.03,0.43,73.0,7.0,tbd,,"Ubisoft, Sensory Sweep",E,,0.75,0.3771200115693561,16
4504,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,,,,,,,JP,0.375,0.3771200115693561,25
4505,Payday 2,PS3,2013.0,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43,74.0,12.0,6.2,181.0,Overkill Software,M,NA&EU,0.875,0.3771200115693561,9
4506,WWE 2K16,X360,2015.0,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43,,,5.4,25.0,Yuke's,T,NA&EU,1.0,0.3771200115693561,2
4507,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,,,NA&EU,0.75,0.3771200115693561,17
4508,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43,,,,,,,,0.625,0.3771200115693561,12
4509,Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.06,0.43,,,8.7,63.0,BioWare,M,,0.875,0.3771200115693561,12
4510,Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43,64.0,9.0,8.7,6.0,War Drum Studios,E10+,NA&EU,0.75,0.3771200115693561,14
4511,Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43,68.0,27.0,8.8,16.0,High Voltage Software,M,NA&EU,0.625,0.3771200115693561,9
4512,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,,,,,,NA&EU,0.5,0.3771200115693561,17
4513,WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,,,,,,,NA&EU,0.5,0.3771200115693561,13
4514,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.8,5.0,Harmonix Music Systems,E,,0.625,0.3771200115693561,11
4515,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,,,,,,,,0.75,0.3771200115693561,12
4516,EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,74.0,22.0,8.2,33.0,Sony Online Entertainment,T,NA&EU,0.625,0.3771200115693561,1
4517,OkamiDen,DS,2010.0,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82.0,48.0,7.9,53.0,Capcom,E10+,JP&NA,0.875,0.3771200115693561,14
4518,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,,,JP&NA,0.5,0.3771200115693561,25
4519,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47.0,14.0,6,24.0,TOYBOX,E10+,NA&EU,0.875,0.3771200115693561,5
4520,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,77.0,5.0,7.1,29.0,Ubisoft,E10+,NA&EU,0.875,0.3771200115693561,14
4521,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71.0,12.0,8.8,23.0,Sunrise Interactive,T,JP&NA,0.625,0.3771200115693561,1
4522,Monopoly,PS2,2008.0,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43,,,7.2,6.0,Electronic Arts,E,NA&EU,0.75,0.3771200115693561,17
4523,TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.0,0.04,0.43,68.0,7.0,tbd,,Hijinx Studios,E,NA&EU,0.75,0.3771200115693561,26
4524,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57.0,27.0,6.8,11.0,Square Enix,T,JP&NA,0.75,0.3771200115693561,1
4525,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89.0,52.0,8.5,171.0,Konami,T,,0.75,0.3771200115693561,21
4526,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,30.0,7.6,2202.0,Rockstar Studios,M,NA&EU,0.875,0.3771200115693561,22
4527,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.25,0.14,0.0,0.04,0.43,,,tbd,,Game Machine Studios,E,NA&EU,0.875,0.3771200115693561,2
4528,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66.0,27.0,7.8,25.0,Alfa System,T,JP&NA,0.75,0.3771200115693561,7
4529,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,,,tbd,,Digital Kids,E,,0.75,0.3771200115693561,2
4530,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,64.0,49.0,6.9,117.0,Obsidian Entertainment,M,NA&EU,0.875,0.3771200115693561,9
4531,Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76.0,54.0,8,267.0,MachineGames,,EU,1.0,0.3771200115693561,5
4532,Deer Drive,DS,2010.0,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43,,,tbd,,Mastiff,T,,0.875,0.3771200115693561,4
4533,Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,,,tbd,,Virtual Toys,E,,0.75,0.3771200115693561,2
4534,Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10+,NA&EU,0.875,0.3771200115693561,14
4535,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92.0,13.0,8.5,17.0,EA Sports,E,,0.625,0.3771200115693561,11
4536,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,,,,,0.625,0.3771200115693561,25
4537,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,74.0,22.0,tbd,,Midway,T,,0.625,0.3771200115693561,21
4538,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,53.0,10.0,5.2,6.0,Zoe Mode,E,,0.75,0.3771200115693561,24
4539,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.4,0.0,0.0,0.03,0.43,,,tbd,,Kouyousha,T,,0.75,0.3771200115693561,18
4540,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,80.0,28.0,7.6,95.0,Microsoft Game Studios,E,EU,0.75,0.3771200115693561,0
4541,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43,,,5.7,7.0,Now Production,E,NA&EU,0.75,0.3771200115693561,17
4542,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,,,,NA&EU,0.5,0.3771200115693561,25
4543,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43,46.0,18.0,6.7,6.0,Sega,T,NA&EU,0.75,0.3771200115693561,1
4544,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70.0,13.0,6.6,16.0,Radical Entertainment,E10+,,0.75,0.3771200115693561,24
4545,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,56.0,23.0,6.5,13.0,Aspect,E10+,,0.75,0.3747669618283368,24
4546,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.875,0.3747669618283368,20
4547,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.5,0.3747669618283368,25
4548,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,88.0,15.0,8.6,7.0,EA Sports,E,,0.625,0.3747669618283368,11
4549,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.42,68.0,38.0,4.4,40.0,EA Chicago,M,NA&EU,0.75,0.3747669618283368,9
4550,2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,29.0,4.4,93.0,EA Canada,E,NA&EU,0.875,0.3747669618283368,26
4551,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,54.0,18.0,5.4,28.0,Krome Studios,E10+,NA&EU,0.75,0.3747669618283368,15
4552,Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74.0,19.0,6.7,109.0,Gust,T,JP&NA,0.875,0.3747669618283368,7
4553,Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79.0,10.0,8.9,24.0,Capcom,E,JP&NA,0.625,0.3747669618283368,8
4554,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.42,65.0,24.0,8.2,6.0,Juice Games,T,NA&EU,0.75,0.3747669618283368,15
4555,25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,39.0,23.0,4.9,46.0,"Ritual Entertainment, Avalanche Software",M,,0.75,0.3747669618283368,1
4556,NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,81.0,28.0,5.8,18.0,2K Sports,E10+,NA&EU,0.75,0.3747669618283368,26
4557,Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,68.0,24.0,6.4,13.0,EA LA,T,,0.625,0.3747669618283368,1
4558,The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,84.0,17.0,6.9,20.0,Edge of Reality,T,,0.625,0.3747669618283368,21
4559,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,64.0,19.0,3.1,157.0,Frontier Developments,T,NA&EU,0.625,0.3747669618283368,1
4560,The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,,,,,,,NA&EU,0.5,0.3747669618283368,10
4561,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.375,0.3747669618283368,13
4562,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42,,,,,,,NA&EU,0.5,0.3747669618283368,10
4563,"Barbie: Jet, Set & Style!",DS,2011.0,Misc,THQ,0.34,0.05,0.0,0.03,0.42,,,,,,,,0.875,0.3747669618283368,12
4564,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T,,0.75,0.3747669618283368,11
4565,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.04,0.0,0.03,0.42,,,,,,,,0.75,0.3747669618283368,12
4566,Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,,,,,,,NA&EU,0.75,0.3747669618283368,17
4567,Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.11,0.2,0.0,0.11,0.42,,,6.5,8.0,Virtuos,E10+,NA&EU,0.75,0.3747669618283368,17
4568,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42,,,tbd,,D3Publisher,E,NA&EU,0.75,0.3747669618283368,2
4569,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,,,,,,,JP,0.625,0.3747669618283368,17
4570,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,91.0,12.0,7.8,12.0,Psygnosis,E,NA&EU,0.5,0.3747669618283368,26
4571,All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0,Acclaim Studios Austin,E,NA&EU,0.625,0.3747669618283368,26
4572,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,,,,,,,NA&EU,0.625,0.3747669618283368,10
4573,Skylanders: SuperChargers,X360,2015.0,Action,Activision,0.25,0.13,0.0,0.04,0.42,,,5.4,5.0,Vicarious Visions,E10+,NA&EU,1.0,0.3747669618283368,10
4574,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,,,tbd,,Papaya Studios,E10+,NA&EU,0.75,0.3747669618283368,10
4575,NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,69.0,8.0,6.9,10.0,Black Box,E,NA&EU,0.625,0.3747669618283368,15
4576,Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,Armature Studio,T,NA&EU,0.875,0.3747669618283368,9
4577,Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73.0,27.0,8,42.0,High Voltage Software,M,JP&NA,0.875,0.3747669618283368,5
4578,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.5,0.3747669618283368,25
4579,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,Electronic Arts,E,NA&EU,0.875,0.3747669618283368,26
4580,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E,,0.625,0.3747669618283368,11
4581,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,,,,,,,,0.75,0.3747669618283368,12
4582,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42,55.0,5.0,7.7,9.0,Climax Group,E,NA&EU,0.625,0.3747669618283368,15
4583,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,,,NA&EU,0.75,0.3747669618283368,17
4584,Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42,64.0,22.0,7.2,9.0,Atari,E,NA&EU,0.625,0.3747669618283368,15
4585,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,RedLynx,E10+,NA&EU,0.875,0.3747669618283368,14
4586,American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,47.0,4.0,7.5,13.0,Creat Studios,T,,0.625,0.3747669618283368,21
4587,NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,70.0,12.0,8.1,9.0,Electronic Arts,E,,0.75,0.3747669618283368,15
4588,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,60.0,21.0,tbd,,Ubisoft,E,,0.625,0.3747669618283368,8
4589,Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42,71.0,56.0,5.9,18.0,Beenox,T,NA&EU,0.75,0.3747669618283368,1
4590,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.3,0.11,0.0,0.01,0.42,72.0,8.0,8,4.0,Griptonite Games,E,,0.625,0.3747669618283368,6
4591,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03,0.42,,,,,,,NA&EU,0.5,0.3747669618283368,10
4592,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,,EU,0.875,0.3747669618283368,23
4593,Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,,,,,,,JP,0.5,0.3747669618283368,25
4594,Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.4,0.0,0.0,0.02,0.42,,,tbd,,Ubisoft,E10+,,0.875,0.3747669618283368,18
4595,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42,,,,,,,,0.75,0.3747669618283368,13
4596,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.75,0.3747669618283368,20
4597,Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42,71.0,16.0,8.7,10.0,Pitbull Syndicate,T,,0.625,0.3747669618283368,21
4598,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.625,0.3747669618283368,25
4599,Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.42,,,tbd,,Phoenix Games Studio,E,,0.75,0.3747669618283368,2
4600,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,,,NA&EU,0.625,0.3747669618283368,10
4601,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42,61.0,5.0,7,11.0,Eurocom Entertainment Software,T,NA&EU,0.75,0.3747669618283368,5
4602,Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,,,,,,,,0.625,0.3747669618283368,13
4603,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,,,,,,,JP,0.5,0.3747669618283368,25
4604,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42,,,,,,,,0.625,0.3747669618283368,13
4605,Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42,,,,,,,,0.5,0.3747669618283368,13
4606,NFL Blitz 2001,N64,2000.0,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,,,,,,,,0.625,0.3747669618283368,13
4607,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,84.0,41.0,8.2,25.0,EA Redwood Shores,T,,0.625,0.3747669618283368,1
4608,NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,80.0,18.0,7.6,13.0,EA Canada,E,,0.75,0.3747669618283368,11
4609,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,84.0,12.0,7.3,7.0,SCEA San Diego Studios,E,,0.75,0.3747669618283368,11
4610,Horsez,DS,2006.0,Simulation,Ubisoft,0.38,0.01,0.0,0.03,0.42,,,8.7,14.0,Virtual Toys,E,,0.75,0.3747669618283368,2
4611,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,78.0,16.0,7.1,7.0,Konami Computer Entertainment Hawaii,E,,0.625,0.3747669618283368,11
4612,Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,81.0,32.0,8.8,17.0,Atomic Planet Entertainment,E,,0.625,0.3747669618283368,11
4613,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.38,0.0,0.0,0.03,0.42,45.0,12.0,5.8,8.0,TOSE,E,,0.75,0.3747669618283368,16
4614,Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.5,0.3747669618283368,25
4615,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.3,0.11,0.0,0.01,0.42,,,,,,,,0.625,0.3747669618283368,12
4616,How to Train Your Dragon,Wii,2010.0,Action,Activision,0.23,0.15,0.0,0.04,0.42,59.0,11.0,7,4.0,Etranges Libellules,E10+,NA&EU,0.875,0.3747669618283368,5
4617,Cabela's Legendary Adventures,PS2,2008.0,Sports,Activision,0.21,0.16,0.0,0.05,0.42,,,tbd,,Sand Grain Studios,T,NA&EU,0.75,0.3747669618283368,17
4618,Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.14,0.27,0.01,0.42,76.0,39.0,8.2,54.0,Marvelous AQL,E10+,JP&NA,0.875,0.3747669618283368,14
4619,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,,JP,0.875,0.3747669618283368,19
4620,Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,69.0,20.0,6.3,13.0,Electronic Arts,E10+,,0.75,0.3747669618283368,24
4621,Thrillville: Off the Rails,PS2,2007.0,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,70.0,11.0,1.7,30.0,Frontier Developments,E10+,NA&EU,0.75,0.3747669618283368,26
4622,Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,508.0,4A Games,,NA&EU,0.875,0.3747669618283368,9
4623,NBA 2K11,PSP,2010.0,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42,,,6.4,5.0,Visual Concepts,E,,0.875,0.3747669618283368,4
4624,Mega Man X6,PS,2001.0,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65.0,14.0,6.8,44.0,Capcom,E,JP&NA,0.625,0.3747669618283368,8
4625,BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,75.0,18.0,8.5,26.0,Terminal Reality,M,NA&EU,0.625,0.3747669618283368,1
4626,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42,,,,,,,,0.75,0.3747669618283368,12
4627,Castlevania: Curse of Darkness,PS2,2005.0,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70.0,30.0,7.5,46.0,Konami,M,NA&EU,0.75,0.3747669618283368,9
4628,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.36,0.03,0.0,0.03,0.42,,,7.5,10.0,Virtuos,E,,0.875,0.3747669618283368,4
